date,time,ip_address,source_url,current_url,latitude,longitude
6/15/17,10:49 AM,51.158.92.5,http://americanspcc.org/child-sexual-abuse/?gclid=CjwKEAjwse7JBRCJ576SqoD7lCkSJABF-bKuv6mIVLY13ijeZwh_HHeEjR5IGqbX_XgY_5HNLTFjShoCMhjw_wcB,http://theartnewspaper.com/news/museums/peggy-guggenheim-s-granddaughter-takes-the-reins-at-the-late-collector-s-venetian-museum/,40.71621654,-73.99808049
6/10/17,8:28 PM,233.90.42.152,http://www.americannaziparty.com/news/index.php,http://www.dailyprogress.com/news/local/kkk-group-plans-july-rally-in-charlottesville/article_57ca09fc-4a31-11e7-b5ce-5bede59324a9.html,40.72255913,-74.00029063
6/18/17,11:22 PM,221.187.43.194,http://www.dailymail.co.uk/femail/article-2239789/One-women-tells-heartbreaking-story-abuse-hands-fathers-friends.html,http://hahas.co.uk/difference/,40.57360922,-73.97596836
6/20/17,5:36 PM,191.237.50.37,http://www.rd.com/jokes/one-liners/,https://notalwaysright.com/related/,40.70420461,-74.0060252
6/14/17,11:31 PM,195.242.151.106,http://theartnewspaper.com/news/us-artist-tracks-down-the-museum-trustees-backing-president-trump-/,https://www.quora.com/How-hard-is-it-to-slit-someones-throat,40.75780643,-73.95962834
6/18/17,5:28 AM,219.90.134.238,http://www.nationalreview.com/article/448333/isis-islam-kkk-christianity-analogy-wrong,http://www.americannaziparty.com/news/index.php,40.76890676,-73.96660209
6/12/17,8:29 AM,244.11.148.94,https://www.rainn.org/survivor-stories,http://www.pandys.org/survivorstories.html,40.79163797,-73.96653771
6/20/17,2:45 AM,191.250.220.48,http://www.kkkknights.com/faq,https://traditionalistamericanknights.com/Imperial_Wizard.html,40.763334,-73.973891
6/19/17,4:11 AM,150.212.193.223,http://www.bbc.com/news/world-middle-east-40234251,http://www.cookingclassy.com/skillet-garlic-parmesan-zucchini-squash-tomatoes/,40.7354051,-73.99831653
6/14/17,2:52 AM,107.43.205.10,http://www.pandys.org/survivorstories.html,https://www.msn.com/en-us/news/us/anti-sharia-demonstrators-hold-rallies-in-cities-across-the-country/ar-BBCqGcs,40.7307223,-73.99651408
6/17/17,11:02 PM,82.246.69.129,http://www.americannaziparty.com/news/index.php,http://www.newyorker.com/news/news-desk/donald-trump-and-the-ku-klux-klan-a-history,40.73311252,-74.00741458
6/17/17,8:09 PM,141.172.53.209,http://theartnewspaper.com/news/museums/peggy-guggenheim-s-granddaughter-takes-the-reins-at-the-late-collector-s-venetian-museum/,http://www.aafp.org/about/policies/all/violence-media.html,40.71818443,-73.98885369
6/20/17,6:57 AM,128.2.30.243,http://www.aafp.org/about/policies/all/violence-media.html,http://theartnewspaper.com/news/us-artist-tracks-down-the-museum-trustees-backing-president-trump-/,40.74324155,-74.00196433
6/10/17,9:48 PM,23.85.254.129,http://www.nationalreview.com/article/448333/isis-islam-kkk-christianity-analogy-wrong,http://www.americannaziparty.com/news/index.php,40.764053,-73.972978
6/18/17,6:36 AM,79.83.47.167,http://www.aafp.org/about/policies/all/violence-media.html,https://www.msn.com/en-us/news/world/uk-prime-ministers-top-aides-resign-after-election-fiasco/ar-BBCocMH,40.65749448,-73.97406936
6/18/17,9:58 AM,240.138.149.25,http://www.newyorker.com/news/news-desk/donald-trump-and-the-ku-klux-klan-a-history,http://www.aafp.org/about/policies/all/violence-media.html,40.76251,-73.974142
6/10/17,1:11 PM,142.142.173.57,http://americanspcc.org/child-sexual-abuse/?gclid=CjwKEAjwse7JBRCJ576SqoD7lCkSJABF-bKuv6mIVLY13ijeZwh_HHeEjR5IGqbX_XgY_5HNLTFjShoCMhjw_wcB,https://www.rainn.org/survivor-stories,40.77136061,-73.96643043
6/14/17,1:46 AM,239.53.225.60,http://thoughtcatalog.com/juliet-escoria/2013/12/16-steps-to-kill-someone-and-not-get-caught/,http://www.aafp.org/about/policies/all/violence-media.html,40.77321313,-73.97127986
6/10/17,8:29 AM,1.68.103.105,http://theartnewspaper.com/news/us-artist-tracks-down-the-museum-trustees-backing-president-trump-/,http://www.newyorker.com/news/news-desk/donald-trump-and-the-ku-klux-klan-a-history,40.764073,-73.981288
